"","ITIS_TSN","ScientificName_ITIS","WoRMS_AphiaID","ScientificName_WoRMS","tblcodeid_Aphia_fn","tblcodeid_Aphia","WoRMS_AphiaID_Valid"
"429",NA,NA,150534,"Antalis entalis",5426,5426,150534
"430",NA,NA,100805,"Actinia fragacea",5428,5428,100805
"431",NA,NA,106888,"Goneplax",5429,5429,106888
"432",NA,NA,135299,"Rhizostoma pulmo",5430,5430,135299
"433",NA,NA,110911,"Flustra",5431,5431,110911
"434",NA,NA,107032,"Palaemon",5474,5474,107032
"435",NA,NA,140656,"Crassostrea gigas",5488,5488,836033
"436",NA,NA,1248,"Ctenophora",5500,5500,1248
"437",NA,NA,158417,"Hemigrapsus sanguineus",5504,5504,158417
"438",NA,NA,151743,"Gobioidei",5513,5513,151743
"439",NA,NA,138280,"Sthenoteuthis",5874,5874,138280
"440",NA,NA,100776,"Sagartia",5877,5877,100776
"441",NA,NA,107479,"Alpheus macrocheles",5519,5519,107479
"442",NA,NA,131673,"Polymastiidae",5520,5520,131673
"443",NA,NA,132159,"Alcyonium glomeratum",5521,5521,132159
"444",NA,NA,139410,"Corbula gibba",5522,5522,139410
"445",NA,NA,134057,"Pachymatisma johnstonia",5523,5523,134057
"446",NA,NA,107420,"Pilumnus spinifer",5524,5524,107420
"447",NA,NA,69,"Ischnochitonidae",5525,5525,69
"448",NA,NA,103450,"Styelidae",5526,5526,103450
"449",NA,NA,103435,"Phlebobranchia",5535,5535,103435
"450",NA,NA,129714,"Thelepus",5537,5537,129714
"451",NA,NA,110842,"Dendrobeania",5538,5538,110842
"452",NA,NA,1267,"Cnidaria",5539,5539,1267
"453",NA,NA,140640,"Onchidoris muricata",5540,5540,140640
"454",NA,NA,124933,"Ophiura robusta",5553,5553,124933
"455",NA,NA,132324,"Dysidea fragilis",5878,5878,132324
"456",NA,NA,137613,"Acanthochitona",5879,5879,137613
"457",NA,NA,5693,NA,5890,5890,NA
"458",NA,NA,1082,"Cirripedia",5561,5561,1082
"459",NA,NA,123349,"Antedon",5562,5562,123349
"460",NA,NA,129914,"Chaetopterus variopedatus",5563,5563,129914
"461",NA,NA,160783,"Aporocidaris incerta",5564,5564,160783
"462",NA,NA,588111,"Crangon",5908,5908,106978
"463",NA,NA,105832,"Heptranchias perlo",5568,5568,105832
"464",NA,NA,118451,"Saduria",5574,5574,118451
"465",NA,NA,145547,"Fucus spiralis",5580,5580,145547
"466",NA,NA,138590,"Gibbula",5582,5582,138590
"467",NA,NA,107386,"Liocarcinus corrugatus",5583,5583,107386
"468",NA,NA,123184,"Stichopodidae",5584,5584,123184
"469",NA,NA,234601,"Stomias boa boa",5585,5585,234601
"470",NA,NA,236470,"Diplodus cervinus cervinus",5586,5586,127051
"471",NA,NA,124963,"Astrospartus mediterraneus",5587,5587,124963
"472",NA,NA,127093,"Uranoscopus scaber",5588,5588,127093
"473",NA,NA,125161,"Echinaster (Echinaster) sepositus",5589,5589,125161
"474",NA,NA,125184,"Holothuria (Roweothuria) arguinensis",5590,5590,125184
"475",NA,NA,100692,"Tealia",5591,5591,0
"476",NA,NA,105881,"Raja asterias",5592,5592,105881
"477",NA,NA,442337,"Spinolambrus macrochelos",5593,5593,442337
"478",NA,NA,137656,"Aporrhais",5594,5594,137656
"479",NA,NA,126811,"Naucrates ductor",5596,5596,126811
"480",NA,NA,127265,"Lepidotrigla dieuzeidei",5598,5598,127265
"481",NA,NA,147037,"Notolepis rissoi",5599,5599,126352
"482",NA,NA,150662,"Aspitrigla cuculus",5608,5608,127259
"483",NA,NA,154674,"Solea lascaris",5609,5609,127156
"484",NA,NA,141595,"Tellina tenuis",5610,5610,878470
"485",NA,NA,127084,"Trachinus vipera",5617,5617,150630
"486",NA,NA,254713,"Raja hyperborea",5618,5618,105863
"487",NA,NA,321686,"Stizostedion lucioperca",5620,5620,151308
"488",NA,NA,103509,"Molgula",5621,5621,103509
"489",NA,NA,1566,"Nymphonidae",5622,5622,1566
"490",NA,NA,152997,"Chlamys opercularis",4877,4877,140687
"491",NA,NA,106926,"Macropipus",5109,5109,106926
"492",NA,NA,342418,"Walvisteuthis virilis",5300,5300,342418
"493",NA,NA,129155,"Ampharete",5536,5536,129155
"494",NA,NA,106324,"Pleurobrachiidae",5861,5861,106324
"495",NA,NA,138709,"Aeolidia papillosa",5581,5581,138709
"496",NA,NA,398306,"Neoraja iberica",5595,5595,398306
"497",NA,NA,503293,"Liparis",5597,5597,101430
"498",NA,NA,107302,"Ebalia tumefacta",5623,5623,107302
"499",NA,NA,938,"Aphroditidae",5624,5624,938
"500",NA,NA,141912,"Dosinia lupinus",5627,5627,141912
"501",NA,NA,107379,"Callinectes sapidus",5628,5628,107379
"502",NA,NA,106757,"Goneplacidae",5629,5629,106757
"503",NA,NA,106863,"Nephrops",5630,5630,106863
"504",NA,NA,105836,"Alopias vulpinus",5631,5631,105836
"505",NA,NA,135257,"Rhizostoma",5632,5632,135257
"506",NA,NA,135263,"Aurelia",5637,5637,135263
"507",NA,NA,171571,"Pheronema pilosum",5643,5643,171571
"508",NA,NA,745846,"Polititapes rhomboides",5647,5647,745846
"509",NA,NA,103733,"Diazona violacea",5648,5648,103733
"510",NA,NA,151344,"Helcion",5650,5650,151344
"511",NA,NA,101383,"Gammaridae",5651,5651,101383
"512",NA,NA,141744,"Trivia monacha",5652,5652,141744
"513",NA,NA,141932,"Venerupis pullastra",5654,5654,181364
"514",NA,NA,138763,"Archidoris pseudoargus",5655,5655,181228
"515",NA,NA,110715,"Thysanopoda cristata",5656,5656,110715
"516",NA,NA,2824,"Mysidacea",5661,5661,149668
"517",NA,NA,293743,"Sprattus sprattus balticus",5662,5662,126425
"518",NA,NA,127144,"Reinhardtius hippoglossoides",5677,5677,127144
"519",NA,NA,342212,"Cirroteuthis muelleri",5678,5678,342212
"520",NA,NA,127222,"Paraliparis bathybius",5679,5679,127222
"521",NA,NA,140027,"Gonatus steenstrupi",5680,5680,140027
"522",NA,NA,126617,"Lampanyctus macdonaldi",5681,5681,126617
"523",NA,NA,127359,"Melanostomias bartonbeani",5692,5692,127359
"524",NA,NA,126615,"Lampanyctus intricarius",5693,5693,126615
"525",NA,NA,126543,"Himantolophus albinares",5694,5694,126543
"526",NA,NA,126572,"Oneirodes eschrichtii",5695,5695,126572
"527",NA,NA,183420,"Serrivomer beani",5696,5696,126319
"528",NA,NA,125496,"Oneirodidae",5697,5697,125496
"529",NA,NA,400722,"Cryptopsaras couesi",5698,5698,126538
"530",NA,NA,400473,"Notoscopelus kroeyeri",5699,5699,272728
"531",NA,NA,126719,"Bathylagus euryops",5700,5700,126719
"532",NA,NA,126660,"Thalassobathia pelagica",5701,5701,126660
"533",NA,NA,221410,"Melanocetus johnsoni",5702,5702,126556
"534",NA,NA,126537,"Ceratias holboelli",5703,5703,126537
"535",NA,NA,158917,"Protomyctophum arcticum",5704,5704,158917
"536",NA,NA,127313,"Polyipnus polli",5708,5708,127313
"537",NA,NA,126291,"Derichthys serpentinus",5709,5709,126291
"538",NA,NA,126721,"Melanolagus bericoides",5710,5710,126721
"539",NA,NA,127339,"Chirostomias pliopterus",5711,5711,127339
"540",NA,NA,126738,"Barbantus curvifrons",5712,5712,126738
"541",NA,NA,127273,"Poromitra crassiceps",5713,5713,127273
"542",NA,NA,126349,"Scopelosaurus lepidus",5714,5714,126349
"543",NA,NA,127268,"Melamphaes microps",5715,5715,127268
"544",NA,NA,127274,"Poromitra megalops",5716,5716,127274
"545",NA,NA,126559,"Chaenophryne draco",5717,5717,126559
"546",NA,NA,126742,"Maulisia mauli",5718,5718,126742
"547",NA,NA,299946,"Arctozenus rissoi",5719,5719,126352
"548",NA,NA,221507,"Platyberyx opalescens",5720,5720,221507
"549",NA,NA,127315,"Sternoptyx pseudobscura",5721,5721,127315
"550",NA,NA,126740,"Holtbyrnia macrops",5722,5722,126740
"551",NA,NA,126560,"Chaenophryne longiceps",5723,5723,126560
"552",NA,NA,126608,"Lampadena speculigera",5724,5724,126608
"553",NA,NA,126700,"Einara edentula",5725,5725,126700
"554",NA,NA,146905,"Epitonium clathrus",5844,5844,146905
"555",NA,NA,139494,"Cymbulia peronii",5922,5922,139494
"556",NA,NA,123121,"Asteriidae",5931,5931,123121
"557",NA,NA,140509,"Nassarius nitidus",5935,5935,890057
"558",NA,NA,880017,"Limecola balthica",5936,5936,880017
"559",NA,NA,103251,"Hyperia galba",5937,5937,103251
"560",NA,NA,382226,"Opisthobranchia",5944,5944,0
"561",NA,NA,138388,"Gari",5945,5945,138388
"562",NA,NA,139006,"Laevicardium oblongum",5946,5946,139006
"563",NA,NA,141577,"Arcopagia crassa",5947,5947,141577
"564",NA,NA,152391,"Nemertea",5948,5948,152391
"565",NA,NA,117930,"Tamarisca tamarisca",5949,5949,117930
"566",NA,NA,147021,"Moerella donacina",5950,5950,147021
"567",NA,NA,108344,"Processa nouveli holthuisi",5951,5951,108344
"568",NA,NA,138262,"Nucula",5952,5952,138262
"569",NA,NA,141909,"Clausinella fasciata",5953,5953,141909
"570",NA,NA,125779,"Diplecogaster",5954,5954,125779
"571",NA,NA,128490,"Funiculina",5955,5955,128490
"572",NA,NA,107242,"Spiropagurus elegans",5956,5956,107242
"573",NA,NA,117913,"Sertularia cupressina",5957,5957,117913
"574",NA,NA,107274,"Atelecyclus undecimdentatus",5958,5958,107274
"575",NA,NA,117902,"Sertularella gayi",5959,5959,117902
"576",NA,NA,138804,"Armina loveni",5960,5960,138804
"577",NA,NA,128536,"Veretillum cynomorium",5961,5961,128536
"578",NA,NA,100750,"Actinauge",5962,5962,100750
"579",NA,NA,876821,"Tritia reticulata",5963,5963,876821
"580",NA,NA,181504,"Pteroeides griseum",5964,5964,181504
"581",NA,NA,139580,"Geitodoris planata",5965,5965,139580
"582",NA,NA,923,"Maldanidae",5966,5966,923
"583",NA,NA,110993,"Alcyonidium",5967,5967,110993
"584",NA,NA,126224,"Hippocampus",5968,5968,126224
"585",NA,NA,107217,"Anapagurus hyndmanni",5969,5969,107217
"586",NA,NA,136031,"Sipunculus",5970,5970,136031
"587",NA,NA,131242,"Sternaspis scutata",5971,5971,131242
"588",NA,NA,381057,"Acanthocardia tuberculata",5972,5972,381057
"589",NA,NA,117880,"Diphasia margareta",5973,5973,117880
"590",NA,NA,131495,"Lanice conchilega",4961,4961,131495
"591",NA,NA,138963,"Crepidula fornicata",4962,4962,138963
"592",NA,NA,106204,"Scalpellum scalpellum",4963,4963,106204
"593",NA,NA,106905,"Inachus",4964,4964,106905
"594",NA,NA,160539,"Ensis magnus",4965,4965,160539
"595",NA,NA,124160,"Solaster endeca",4966,4966,124160
"596",NA,NA,166307,"Cladocroce ventilabrum",4967,4967,166307
"597",NA,NA,132833,"Haliclona (Haliclona) oculata",4968,4968,132833
"598",NA,NA,134687,"Nymphon gracile",4969,4969,134687
"599",NA,NA,128539,"Virgularia mirabilis",4970,4970,128539
"600",NA,NA,107649,"Pandalus borealis",4971,4971,107649
"601",NA,NA,141436,"Abra prismatica",4972,4972,141436
"602",NA,NA,140710,"Palliolum tigerinum",4973,4973,140710
"603",NA,NA,157933,"Ectopleura larynx",4974,4974,157933
"604",NA,NA,106148,"Dosima fascicularis",4975,4975,106148
"605",NA,NA,138984,"Capulus ungaricus",4976,4976,138984
"606",NA,NA,124635,"Leptopentacta elongata",4977,4977,124635
"607",NA,NA,103862,"Botryllus schlosseri",4978,4978,103862
"608",NA,NA,123908,"Psilaster andromeda",4979,4979,123908
"609",NA,NA,140669,"Simnia patula",4980,4980,140669
"610",NA,NA,110377,"Echiurus echiurus",4981,4981,110377
"611",NA,NA,140870,"Gari fervensis",4982,4982,140870
"612",NA,NA,101002,"Sagartiogeton undatus",4983,4983,101002
"613",NA,NA,138482,"Sepietta",4984,4984,138482
"614",NA,NA,103441,"Polyclinidae",4985,4985,103441
"615",NA,NA,130866,"Sabellaria alveolata",4986,4986,130866
"616",NA,NA,103929,"Styela clava",4987,4987,103929
"617",NA,NA,141450,"Sepietta neglecta",4988,4988,141450
"618",NA,NA,107418,"Pilumnus hirtellus",4989,4989,107418
"619",NA,NA,140732,"Ensis directus",4990,4990,876640
"620",NA,NA,342204,"Sepiola pfefferi",4991,4991,342204
"621",NA,NA,107150,"Galathea intermedia",4992,4992,107150
"622",NA,NA,124085,"Pseudarchaster parelii",4993,4993,124085
"623",NA,NA,103484,"Ascidiella",4994,4994,103484
"624",NA,NA,107400,"Portumnus latipes",5056,5056,107400
"625",NA,NA,117302,"Lytocarpia myriophyllum",5057,5057,117302
"626",NA,NA,137713,"Troschelia",5058,5058,137713
"627",NA,NA,123276,"Henricia",5059,5059,123276
"628",NA,NA,135302,"Cyanea lamarckii",5060,5060,135302
"629",NA,NA,140820,"Pleurobranchus membranaceus",5061,5061,140820
"630",NA,NA,117258,"Tubularia",5062,5062,117258
"631",NA,NA,111448,"Reteporella beaniana",5063,5063,111448
"632",NA,NA,107155,"Galathea strigosa",5064,5064,107155
"633",NA,NA,1648,"Sipunculidae",5065,5065,1648
"634",NA,NA,135220,"Scyphozoa",5066,5066,135220
"635",NA,NA,1762,"Nudibranchia",5067,5067,1762
"636",NA,NA,138903,"Colus jeffreysianus",5068,5068,138903
"637",NA,NA,103529,"Botryllus",5069,5069,103529
"638",NA,NA,124951,"Asteronyx loveni",5070,5070,124951
"639",NA,NA,140685,"Patella vulgata",5087,5087,140685
"640",NA,NA,138648,"Venus",5088,5088,138648
"641",NA,NA,140416,"Rapana venosa",5089,5089,140416
"642",NA,NA,139604,"Donax vittatus",5097,5097,139604
"643",NA,NA,106386,"Pleurobrachia pileus",5106,5106,106386
"644",NA,NA,106087,"Lepas",5174,5174,106087
"645",NA,NA,122666,"Amphiporus lactifloreus",5175,5175,122666
"646",NA,NA,139761,"Erato voluta",5176,5176,139761
"647",NA,NA,126907,"Lesueurigobius suerii",5180,5180,126907
"648",NA,NA,105762,"Dipturus",5181,5181,105762
"649",NA,NA,128506,"Funiculina quadrangularis",5182,5182,128506
"650",NA,NA,137704,"Colus",5407,5407,137704
"651",NA,NA,273573,"Symphodus roissali",5409,5409,273573
"652",NA,NA,55,"Polyplacophora",5410,5410,55
"653",NA,NA,107394,"Liocarcinus vernalis",5411,5411,107394
"654",NA,NA,129845,"Laetmonice hystrix",5412,5412,129845
"655",NA,NA,140405,"Ocenebra erinaceus",5413,5413,140405
"656",NA,NA,106674,"Caridea",5414,5414,106674
"657",NA,NA,152378,"Thracia phaseolina",5531,5531,152378
"658",NA,NA,140111,"Histioteuthis bonnellii",5604,5604,140111
"659",NA,NA,140598,"Bathypolypus sponsalis",5605,5605,140598
"660",NA,NA,138235,"Nassarius",5864,5864,138235
"661",NA,NA,140262,"Littorina littorea",5865,5865,140262
"662",NA,NA,126020,"Ctenolabrus",5902,5902,126020
"663",NA,NA,110710,"Thysanoessa parva",5903,5903,110710
"664",NA,NA,139453,"Cuspidaria rostrata",5999,5999,139453
"665",NA,NA,425907,"Liparis",6032,6032,425907
"666",NA,NA,138818,"Astarte borealis",6036,6036,138818
"667",NA,NA,107644,"Heterocarpus ensifer",5137,5137,107644
"668",NA,NA,127240,"Pontinus kuhlii",5138,5138,127240
"669",NA,NA,141115,"Ranella olearium",5139,5139,141115
"670",NA,NA,445590,"Adamsia palliata",5140,5140,445590
"671",NA,NA,124331,"Centrostephanus longispinus",5141,5141,124331
"672",NA,NA,126287,"Gnathophis mystax",5142,5142,126287
"673",NA,NA,125331,"Alcyonium acaule",5143,5143,125331
"674",NA,NA,140744,"Philine aperta",5863,5863,140744
"675",NA,NA,140263,"Littorina obtusata",5870,5870,140263
"676",NA,NA,107414,"Rhithropanopeus harrisii",5871,5871,107414
"677",NA,NA,985,"Sabellidae",6001,6001,985
"678",82407,"Abralia veranyi",139688,"Abralia veranyi",4222,4222,878660
"679",163665,"Abramis",154271,"Abramis",4332,4332,154271
"680",163666,"Abramis brama",154281,"Abramis brama",4331,4331,154281
"681",80927,"Acanthocardia echinata",138992,"Acanthocardia echinata",4215,4215,138992
"682",170742,"Acantholabrus palloni",126957,"Acantholabrus palloni",4333,4333,126957
"683",166613,"Acentronura",159441,"Acentronura",4334,4334,159441
"684",161072,"Acipenser sturio",126279,"Acipenser sturio",4335,4335,126279
"685",161064,"Acipenseridae",125424,"Acipenseridae",4336,4336,125424
"686",52485,"Actiniaria  ",1360,"Actiniaria",4097,4097,1360
"687",204183,"Adamsia carciniopados",100931,"Adamsia carciniopados",4189,4189,445590
"688",660011,"Aegaeon lacazei",107549,"Aegaeon lacazei",4317,4317,107549
"689",79716,"Aequipecten opercularis",140687,"Aequipecten opercularis",4105,4105,140687
"690",167453,"Agonus",126144,"Agonus",4337,4337,126144
"691",167454,"Agonus cataphractus",127190,"Agonus cataphractus",3959,3959,127190
"692",163663,"Alburnus alburnus",154285,"Alburnus alburnus",4338,4338,154285
"693",155488,"Alcyonidium gelatinosum",111600,"Alcyonidium gelatinosum",4089,4089,111600
"694",52020,"Alcyonium  ",125284,"Alcyonium",4198,4198,125284
"695",52021,"Alcyonium digitatum",125333,"Alcyonium digitatum",4075,4075,125333
"696",162315,"Alepocephalus bairdii",126682,"Alepocephalus bairdii",4339,4339,126682
"697",82383,"Alloteuthis  ",138138,"Alloteuthis",4221,4221,138138
"698",82384,"Alloteuthis subulata",153131,"Alloteuthis subulata",4096,4096,153131
"699",161701,"Alosa",125715,"Alosa",4340,4340,125715
"700",572694,"Alosa agone",416357,"Alosa agone",4341,4341,416357
"701",161708,"Alosa alosa",126413,"Alosa alosa",4145,4145,126413
"702",161716,"Alosa fallax",126415,"Alosa fallax",3950,3950,126415
"703",161717,"Alosa fallax fallax",126415,"Alosa fallax",3950,3950,126415
"704",96601,"Alpheus  ",106978,"Alpheus",4235,4235,106978
"705",564149,"Amblyraja radiata",105865,"Amblyraja radiata",3974,3974,105865
"706",171671,"Ammodytes",125909,"Ammodytes",3960,3960,125909
"707",171677,"Ammodytes marinus",126751,"Ammodytes marinus",3979,3979,126751
"708",171676,"Ammodytes tobianus",126752,"Ammodytes tobianus",4342,4342,126752
"709",171670,"Ammodytidae",125516,"Ammodytidae",4343,4343,125516
"710",97858,"Anapagurus levis",107218,"Anapagurus laevis ",4196,4196,107218
"711",171335,"Anarhichadidae",125517,"Anarhichadidae",4344,4344,125517
"712",171336,"Anarhichas",125912,"Anarhichas",4348,4348,125912
"713",550561,"Anarhichas denticulatus",126757,"Anarhichas denticulatus",4346,4346,126757
"714",171341,"Anarhichas lupus",126758,"Anarhichas lupus",4169,4169,126758
"715",171342,"Anarhichas minor",126759,"Anarhichas minor",4345,4345,126759
"716",171338,"Anarhichas ocellatus",279605,"Anarrhichthys ocellatus",4347,4347,279605
"717",171345,"Anarrhichthys ocellatus",279605,"Anarrhichthys ocellatus",4347,4347,279605
"718",161126,"Anguilla",125620,"Anguilla",4349,4349,125620
"719",161128,"Anguilla anguilla",126281,"Anguilla anguilla",3995,3995,126281
"720",161125,"Anguillidae",125425,"Anguillidae",4350,4350,125425
"721",79800,"Anomia ephippium",138748,"Anomia ephippium",4210,4210,138748
"722",157130,"Anseropoda placenta",123985,"Anseropoda placenta",4263,4263,123985
"723",158588,"Antedon bifida",124201,"Antedon bifida",4266,4266,124201
"724",643209,"Anthias anthias",127031,"Anthias anthias",4309,4309,127031
"725",172389,"Aphanopus carbo",127085,"Aphanopus carbo",4351,4351,127085
"726",172033,"Aphia minuta",126868,"Aphia minuta",3985,3985,126868
"727",64366,"Aphrodita aculeata",129840,"Aphrodita aculeata",4077,4077,129840
"728",642604,"Apletodon dentatus",126510,"Apletodon dentatus",4352,4352,126510
"729",164487,"Apletodon microcephalus",126510,"Apletodon dentatus",4352,4352,126510
"730",72552,"Aporrhais pespelicanis",138760,"Aporrhais pespelecani",4104,4104,138760
"731",72553,"Aporrhais serresiana",138761,"Aporrhais serresianus",4177,4177,138761
"732",81343,"Arctica islandica",138802,"Arctica islandica",4126,4126,138802
"733",189396,"Argentina",125885,"Argentina",4192,4192,125885
"734",162061,"Argentina",125885,"Argentina",4192,4192,125885
"735",162064,"Argentina silus",126715,"Argentina silus",3971,3971,126715
"736",162071,"Argentina sphyraena",126716,"Argentina sphyraena",3951,3951,126716
"737",162057,"Argentinidae",125508,"Argentinidae",4353,4353,125508
"738",162213,"Argyropelecus",126196,"Argyropelecus",4355,4355,126196
"739",162215,"Argyropelecus aculeatus",127306,"Argyropelecus aculeatus",4274,4274,127306
"740",162219,"Argyropelecus hemigymnus",127309,"Argyropelecus hemigymnus",4356,4356,127309
"741",162220,"Argyropelecus olfersi",274967,"Argyropelecus olfersii",4354,4354,274967
"742",622706,"Argyropelecus olfersii",274967,"Argyropelecus olfersii",4354,4354,274967
"743",169366,"Argyrosomus regius",127007,"Argyrosomus regius",4357,4357,127007
"744",96056,"Aristaeomorpha foliacea",158326,"Aristaeomorpha foliacea",4230,4230,158326
"745",96074,"Aristaeopsis edwardsiana",240796,"Aristaeopsis edwardsiana",4231,4231,240796
"746",96062,"Aristeus antennatus",107083,"Aristeus antennatus",4180,4180,107083
"747",172803,"Arnoglossus",126109,"Arnoglossus",4359,4359,126109
"748",172806,"Arnoglossus imperialis",127124,"Arnoglossus imperialis",4360,4360,127124
"749",172805,"Arnoglossus laterna",127126,"Arnoglossus laterna",3988,3988,127126
"750",172808,"Arnoglossus rueppelii",127127,"Arnoglossus rueppelii",4290,4290,127127
"751",172809,"Arnoglossus thori",127128,"Arnoglossus thori",4358,4358,127128
"752",167208,"Artediellus atlanticus",127193,"Artediellus atlanticus",4361,4361,127193
"753",167210,"Artediellus atlanticus europaeus ",127193,"Artediellus atlanticus",4361,4361,127193
"754",167209,"Artediellus europaeus",127193,"Artediellus atlanticus",4361,4361,127193
"755",159213,"Ascidiella aspersa",103718,"Ascidiella aspersa",4110,4110,103718
"756",159214,"Ascidiella scabra",103719,"Ascidiella scabra",4076,4076,103719
"757",167049,"Aspitrigla cuculus",127259,"Chelidonichthys cuculus",4144,4144,127259
"758",167050,"Aspitrigla obscura",127263,"Chelidonichthys obscurus",4311,4311,127263
"759",80796,"Astartidae  ",228,"Astartidae",4212,4212,228
"760",157220,"Asterias rubens",123776,"Asterias rubens",4137,4137,123776
"761",156901,"Astropecten  ",123245,"Astropecten",4261,4261,123245
"762",156904,"Astropecten antillensis",178646,"Astropecten antillensis",4262,4262,178646
"763",156909,"Astropecten irregularis",123867,"Astropecten irregularis",4108,4108,123867
"764",166025,"Atherina presbyter",272030,"Atherina presbyter",3993,3993,272030
"765",205549,"Atrina fragilis",146524,"Atrina fragilis",4296,4296,146524
"766",82337,"Austrorossia",341410,"Austrorossia",4362,4362,341410
"767",172455,"Auxis rochei",127015,"Auxis rochei",4289,4289,236487
"768",161619,"Avocettina infans",126304,"Avocettina infans",4363,4363,126304
"769",173137,"Balistes",126228,"Balistes",4364,4364,126228
"770",173138,"Balistes capriscus ",154721,"Balistes capriscus",4365,4365,154721
"771",173142,"Balistes carolinensis",154721,"Balistes capriscus",4365,4365,154721
"772",98692,"Bathynectes  ",106920,"Bathynectes",4257,4257,106920
"773",82636,"Bathypolypus arcticus",140596,"Bathypolypus arcticus",4663,4663,140596
"774",173028,"Bathysolea profundicola",127152,"Bathysolea profundicola",4366,4366,127152
"775",165594,"Belone belone",126375,"Belone belone",4010,4010,126375
"776",164897,"Benthocometes robustus",126667,"Benthocometes robustus",4277,4277,126667
"777",172382,"Benthodesmus elongatus",127086,"Benthodesmus elongatus",4286,4286,127086
"778",166155,"Beryx decadactylus",126394,"Beryx decadactylus",4368,4368,126394
"779",166156,"Beryx splendens",126395,"Beryx splendens",4367,4367,126395
"780",79118,"Bivalvia  ",105,"Bivalvia",4204,4204,105
"781",171124,"Blenniidae",125519,"Blenniidae",4369,4369,125519
"782",171125,"Blennius",125915,"Blennius",4371,4371,125915
"783",171132,"Blennius gattorugine",126770,"Parablennius gattorugine",4370,4370,126770
"784",171126,"Blennius ocellaris",126761,"Blennius ocellaris",4372,4372,126761
"785",171139,"Blennius pholis",126768,"Lipophrys pholis",4195,4195,126768
"786",163661,"Blicca bjoerkna",154274,"Blicca bjoerkna",4373,4373,154274
"787",169218,"Boops boops",127047,"Boops boops",4374,4374,127047
"788",172714,"Bothidae",125576,"Bothidae",4375,4375,125576
"789",170290,"Brama brama",126783,"Brama brama",4159,4159,126783
"790",158110,"Brissopsis lyrifera",124373,"Brissopsis lyrifera",4115,4115,124373
"791",164740,"Brosme brosme",126447,"Brosme brosme",4376,4376,126447
"792",73810,"Buccinum humphreysiana",138865,"Buccinum humphreysianum",4322,4322,138865
"793",73795,"Buccinum undatum",138878,"Buccinum undatum",4080,4080,138878
"794",172041,"Buenia jeffreysi",126872,"Buenia jeffreysii",4377,4377,126872
"795",636752,"Buenia jeffreysii",126872,"Buenia jeffreysii",4377,4377,126872
"796",173020,"Buglossidium",126127,"Buglossidium",4378,4378,126127
"797",173021,"Buglossidium luteum",127153,"Buglossidium luteum",3958,3958,127153
"798",165373,"Caelorinchus caelorhincus",398381,"Coelorinchus caelorhincus",4379,4379,398381
"799",199951,"Calappa granulata",107268,"Calappa granulata",4294,4294,107268
"800",643226,"Callanthias ruber",126789,"Callanthias ruber",4310,4310,126789
"801",52655,"Calliactis parasitica",100946,"Calliactis parasitica",4200,4200,100946
"802",171691,"Callionymidae",125522,"Callionymidae",4380,4380,125522
"803",171692,"Callionymus",125930,"Callionymus",4381,4381,125930
"804",171698,"Callionymus lyra",126792,"Callionymus lyra",3983,3983,126792
"805",171699,"Callionymus maculatus",126793,"Callionymus maculatus",3964,3964,126793
"806",171712,"Callionymus reticulatus",126795,"Callionymus reticulatus",4141,4141,126795
"807",69812,"Calliostoma zizyphinum",141767,"Calliostoma zizyphinum",4202,4202,141767
"808",98682,"Cancer bellanius",107275,"Cancer bellianus",4382,4382,107275
"809",98681,"Cancer pagurus",107276,"Cancer pagurus",3963,3963,107276
"810",166309,"Caproidae",125613,"Caproidae",4383,4383,125613
"811",166320,"Capros aper",127419,"Capros aper",4170,4170,127419
"812",155881,"Carbasea  ",110909,"Carbasea",4260,4260,110909
"813",98734,"Carcinus maenas",107381,"Carcinus maenas",4113,4113,107381
"814",80865,"Cardiidae  ",229,"Cardiidae",4213,4213,229
"815",80926,"Cardium echinatum",138992,"Acanthocardia echinata",4215,4215,138992
"816",167522,"Careproctus reinhardti",127212,"Careproctus reinhardti",4384,4384,127212
"817",156094,"Caulibugula",225832,"Caulibugula",4182,4182,225832
"818",170730,"Centrolabrus exoletus",126961,"Centrolabrus exoletus",4385,4385,126961
"819",172520,"Centrolophus niger",126831,"Centrolophus niger",4386,4386,126831
"820",160635,"Centrophorus squamosus",105901,"Centrophorus squamosus",4387,4387,105901
"821",160703,"Centroscyllium fabricii",105906,"Centroscyllium fabricii",4388,4388,105906
"822",160724,"Centroscymnus coelolepis",105907,"Centroscymnus coelolepis",4389,4389,105907
"823",160725,"Centroscymnus crepidater",280071,"Centroselachus crepidater",4390,4390,105908
"824",82326,"Cephalopoda",11707,"Cephalopoda",4391,4391,11707
"825",170281,"Cepola macrophthalma",126835,"Cepola macrophthalma",4392,4392,126835
"826",170282,"Cepola rubescens",126835,"Cepola macrophthalma",4392,4392,126835
"827",80901,"Cerastoderma edule",138998,"Cerastoderma edule",4214,4214,138998
"828",162578,"Ceratoscopelus maderensis",126585,"Ceratoscopelus maderensis",4393,4393,126585
"829",162281,"Chauliodus sloani",127338,"Chauliodus sloani",4275,4275,127338
"830",616685,"Cheilopogon pinnatibarbatus",126383,"Cheilopogon pinnatibarbatus",4394,4394,293562
"831",692071,"Chelidonichthys cuculus",127259,"Chelidonichthys cuculus",4144,4144,127259
"832",643890,"Chelidonichthys lucernus",274877,"Chelidonichthys lucernus",3975,3975,127262
